P,Tmax,Tmin,P_N,Tmax_N,Tmin_N,P_X,Tmax_X,Tmin_X
9,30.79666667,23.1131944,67.57,32.763,17.92433333,8.8,30.41666667,15.87666667
217.2,28.19677419,22.05573068,129.73,29.63548387,17.84741935,175.5,27.71935484,17.36451613
155.6,28.32333333,21.99680557,240.59,27.97433333,18.10533333,133,27.87333333,16.82
265,28.23548387,22.53024197,206.81,27.49741935,19.51967742,332.5,27.80967742,18.26774194
428.4,27.15483871,21.41858345,267.19,27.13483871,19.2883871,397,26.75483871,17.47419355
130.8,29.65862069,23.26278738,152.43,27.46275862,19.0962069,135.1,29.32758621,17.95172414
190.4,28.83870968,22.60209216,403.82,25.44967742,18.95064516,135.1,28.55806452,17.87741935
103.4,28.36666667,22.06347217,150.72,25.64933333,17.005,123.6,27.98666667,17.24666667
24.8,25.03870968,18.79946235,0.74,24.23290323,13.75903226,24.1,24.61290323,13.9
79,25.95,19.71083337,28.38,23.32233333,11.75433333,95.4,25.56666667,14.62333333
21.8,25.95806452,18.68938168,0.23,25.05935484,12.6916129,11.5,25.57419355,12.41935484
0,26.80344828,19.61321845,9.65,27.85551724,14.04172414,0.1,26.37931034,13.4
48.6,30.35,22.85305557,9.06,31.42233333,15.90866667,43.7,30.01,16.24
37.2,32.14193548,24.88817216,150.65,28.28516129,17.90290323,53.3,31.73870968,18.74193548
183.6,29.40666667,23.31402773,162.53,28.49966667,17.37833333,179.9,28.97333333,18.38
145.6,30.31935484,23.9391129,268.97,27.23064516,18.82483871,147.3,29.93225806,19.37419355
212.2,28.06774194,22.49704303,293.2,26.0416129,17.74774194,313.3,27.66774194,18.63225806
89,29.175,22.95416661,104.06,27.32678571,18.07964286,129.9,28.79285714,18.45357143
127.8,28.75925926,22.76296296,121.26,27.20962963,17.97296296,124.9,28.35925926,18.63333333
75.6,26.66333333,20.59027787,76.52,26.891,17.748,139.2,26.27,15.91333333
118,26.59677419,20.02829003,31.3,24.37193548,14.22225806,126.6,26.21935484,14.6516129
27.2,26.11333333,19.8857702,83.69,25.157,14.566,39.7,25.72666667,15.08333333
5.2,25.69354839,18.24628923,19.33,25.63709677,12.23580645,2,25.31935484,12.15483871
1.6,27.95806452,19.87768816,0,27.47645161,13.41483871,5,27.5516129,12.85806452
69.2,29.50333333,21.8623611,56.11,31.638,16.56466667,63.4,29.02333333,15.73666667
169.4,28.98387097,22.29422039,60.21,33.04419355,19.25967742,165.3,28.48709677,16.72258065
155,28.79333333,22.68013883,161.85,29.83533333,19.08566667,225.8,28.27333333,18.10333333
235.2,29.05483871,23.00174729,178.32,28.99,20.11419355,203.2,28.62903226,18.88709677
152.6,30.69354839,23.64045697,235.21,27.64548387,19.2716129,86.5,30.27741935,18.08387097
94,30.8,23.97425604,151.81,27.22428571,19.08428571,88.1,30.37142857,18.23571429
159,28.8516129,22.74233868,192.13,27.0383871,19.04548387,198,28.4516129,18.1
149,28.3,21.92652773,90.31,25.371,16.45133333,143.1,27.91,17.15333333
10,26.39354839,19.65336023,91.04,25.50870968,14.92870968,11,26.00645161,13.90645161
5.2,26.48666667,19.54138893,30.26,25.41433333,14.91833333,1,26.08666667,13.67666667
54,25.19032258,18.59758065,10.61,25.20806452,12.51451613,64.3,24.8,12.96774194
0,29.08965517,21.36020117,7.43,28.46482759,13.49862069,0,28.63793103,14.09655172
15.6,31.31333333,23.59958333,71.31,31.342,16.40066667,7.4,30.86333333,16.83333333
36.4,31.81935484,24.47551423,125.02,29.34612903,17.57193548,74.9,31.37419355,17.88709677
309.4,29.18666667,22.95999997,137.7,29.097,18.44133333,410.5,28.72666667,18.30666667
78.8,26.53846154,21.18173092,105.42,27.54153846,19.69153846,100,26.04615385,17.83846154
143.2,29.85555556,23.1747685,91.45,29.44277778,19.27277778,207.8,29.33333333,18.13333333
349.4,27.52258065,21.80241939,114,28.59677419,18.85645161,296.3,27.1,18.08064516
84.2,28.11666667,22.03041667,100.76,28.39133333,17.97066667,97.2,27.75666667,17.56
81.8,25.51935484,19.71478487,9.73,27.79806452,14.44677419,87.4,25.07741935,15.29354839
19.2,25.99666667,19.33388893,2.14,27.97566667,14.394,18.8,25.47333333,14.2
6.4,26.73870968,19.96720426,50.53,26.68548387,13.91870968,3.4,26.26129032,14.28709677
0,28.94516129,20.96801077,0.57,29.99387097,14.39322581,0,28.47419355,13.72903226
87.8,30.64333333,23.85013897,22.19,33.23533333,18.20233333,101,30.20333333,17.49
83.6,33.52258065,26.19153223,54.64,33.26709677,19.28419355,66.1,33.06774194,19.73870968
307.8,30.31666667,23.78041673,232.28,28.72266667,19.22266667,257.6,29.86333333,18.81666667
312,29.89354839,23.20080635,185.84,27.74516129,18.76967742,290.2,29.38064516,18.80645161
376.4,28.2483871,23.20618268,104.26,31.03387097,19.79741935,373.3,27.74193548,19.68387097
181.8,31.06206897,23.7790229,226.54,27.48448276,18.80206897,160.6,30.53793103,19.1
336.8,29.65806452,23.28884413,208.35,26.39548387,18.60516129,270.1,29.16774194,18.82258065
14.8,29.73666667,23.0501388,90.8,26.63266667,17.72866667,14.3,29.35,17.26333333
9,27.42903226,20.57970439,61.21,24.86290323,14.93064516,7,27.08709677,15.20645161
115.2,25.23666667,18.51763887,22.17,24.911,13.98133333,86.3,24.85,13.18666667
0,27.38387097,19.51720429,6.43,26.65774194,14.72774194,0,27.01290323,12.57096774
29.6,29.04193548,20.99923442,1.84,30.20677419,14.96322581,26,28.61612903,14.18709677
0.2,31.57,23.35027777,94,32.084,18.23766667,5,31.14333333,16.13
107,30.63225806,23.60954303,94.31,35.01935484,21.58516129,150.5,30.14193548,18.01935484
284.8,28.42,22.33,185.32,29.69933333,20.347,260.8,27.84666667,17.89
333.8,29.84193548,23.29139787,239.3,27.86645161,19.97741935,286.1,29.27741935,18.62258065
227.2,29.49032258,22.91075274,324.96,27.39741935,19.87096774,242.8,28.92258065,18.88387097
308,29.76785714,23.30922618,153.13,28.28678571,20.055,239.5,29.25714286,18.4
87.8,30.05806452,23.34704294,240.56,27.27129032,19.51516129,85.6,29.57419355,18.37096774
70.4,29.02333333,22.5534723,5.94,27.49133333,16.839,49.1,28.51666667,17.80333333
136.6,27.3,20.91102152,13.86,26.22580645,14.91967742,86.3,26.80967742,15.96129032
24.8,26.24666667,19.16680557,59.68,24.02766667,12.501,13,25.73,13.63
0,24.42580645,17.1723119,0,27.12129032,12.67193548,0,23.88387097,10.90322581
0.4,29.25217391,21.2229407,15.49,29.11521739,14.59434783,0,28.74347826,14.19130435
27.6,29.6,22.57754329,0.75,32.78285714,16.58428571,29.1,29.07142857,16.44285714
86.8,31.69032258,24.59166668,135.52,31.10483871,18.70741935,93.2,31.13548387,18.49032258
226.4,28.79333333,22.81999997,188.84,27.85033333,18.53566667,279.6,28.19,18.22
346.6,28.86451613,22.96801065,226.08,27.58677419,18.94516129,318.3,28.43870968,18.63225806
298.2,29.67741935,23.16586026,254.21,27.05451613,19.27322581,237.3,29.18387097,18.5516129
265.8,28.825,22.74226196,154.83,27.27392857,18.78535714,196.4,28.40357143,18.49285714
133.2,30.76774194,24.15537645,92.26,27.90193548,18.41387097,115.7,30.28064516,19.13225806
72.4,27.95,21.5720833,55.66,27.68833333,17.65833333,34.5,27.48333333,16.83666667
20.4,26.77419355,19.65241935,80.61,26.84032258,16.03064516,19.6,26.29677419,14.01935484
0,27.31666667,20.58111117,14.32,26.33633333,13.386,6.4,26.81666667,15.2
0,27.25806452,19.57580645,0.08,25.37967742,11.60096774,0,26.85806452,13.02903226
26.6,27.93870968,20.33844081,1.7,30.66741935,15.35225806,21.3,27.53870968,14.4483871
40.4,29.51538462,22.35320515,28.45,32.62884615,16.60846154,50.5,29.04615385,16.48076923
197,30.02580645,23.70927426,103.23,32.53516129,19.29645161,204.9,29.55483871,18.86774194
329,27.85,22.31972223,230.6,28.81866667,18.79833333,378.4,27.34333333,18.49666667
111.4,30.44516129,23.49556445,243.91,27.88774194,19.38096774,183.5,29.9,18.57096774
139.2,31.27096774,24.4375,254.42,27.62774194,19.29064516,117.9,30.73225806,18.77096774
182.2,29.86428571,23.41101193,238.22,27.23071429,19.03571429,246.6,29.35714286,19.03571429
164.8,29.33870968,22.91142471,145.12,27.96,19.50612903,221.1,28.82903226,18.66774194
161.4,29.40666667,22.68236113,79.53,26.085,16.70833333,175.3,28.89333333,17.73333333
89.2,27.73548387,21.01370968,23.6,25.15225806,13.61387097,28.6,27.3,15.9
3,26.70666667,19.17744573,4.43,26.15666667,14.691,1.6,26.2,13.14
1.2,26.32903226,18.65981177,0.46,27.57741935,13.62612903,0.3,25.85483871,12.3
4.8,28.53870968,20.99072577,27.63,28.67193548,14.72806452,30.4,28.00322581,14.63870968
59.8,32.84,25.14527783,60.28,31.077,17.23533333,51.3,32.32333333,18.33
143.4,31.81290323,24.5361559,183.41,29.00935484,19.66,127.7,31.29677419,18.75806452
162.4,30.38333333,23.8651389,332.72,27.20633333,18.78333333,244.2,29.87333333,19.23
188,29.63225806,23.16760748,146.81,28.20387097,19.18483871,239.1,29.09354839,18.90645161
0,27.27931034,19.96637928,4.14,25.06689655,12.96,1,26.72758621,14.27586207
0,27.68064516,19.94086023,4.17,25.57419355,12.22193548,0,27.15806452,13.49032258
182.8,26.86451613,18.30967742,226.48,28.49967742,19.16419355,238.7,27.83870968,19.00322581
183.2,27.91071429,18.38928571,198.33,28.13214286,19.27571429,205.7,28.87142857,19.01785714
177.6,27.05806452,17.46774194,146.3,27.36709677,18.05290323,171.7,28.00967742,18.21290323
98.8,26.06666667,16.56666667,117.49,26.12066667,17.023,130.8,27.02666667,17.21666667
31.6,23.18064516,12.51612903,52.61,23.51483871,12.56258065,41.4,24.17741935,13.13225806
32.4,23.57666667,12.89666667,31.86,24.05866667,12.76,24.3,24.67333333,13.47333333
0,24.90322581,11.61612903,2.44,26.34774194,11.19,0,25.93225806,12.03870968
47.4,26.80645161,14.59354839,44.9,29.48354839,14.49064516,46.8,27.82580645,15.17741935
35.2,26.86666667,13.73666667,29.39,30.50366667,14.035,31.5,27.81333333,14.33333333
81.6,28.6,17.59032258,89.83,31.19096774,18.6683871,74.6,29.50322581,18.19677419
51.2,28.47333333,16.96666667,92.05,30.45933333,18.189,76.5,29.38666667,17.69333333
175.2,28.18064516,17.45806452,230.89,30.14032258,17.8083871,221.3,29.09354839,18.19354839
333.8,26.99032258,18.16451613,262.77,27.49774194,19.04612903,317.7,27.89354839,18.84193548
180.2,28.34642857,19.14285714,182.19,28.37821429,19.63892857,174.2,29.37142857,19.72857143
304,28.49354839,18.75483871,176.16,27.9983871,19.4983871,232,29.51290323,19.43225806
105.2,26.49,15.91,53.53,26.501,16.338,89.5,27.52666667,16.50333333
35.4,25.35483871,14.27741935,24.76,25.38516129,14.72548387,31.9,26.31290323,14.86129032
31.6,22.16666667,10.78,57.92,22.59766667,10.688,31.2,23.06666667,11.33
71,24.02903226,13.49032258,52.87,25.35354839,13.4583871,65.3,25.01935484,13.95806452
153.4,24.87741935,13.98709677,124.35,27.08064516,13.75322581,144.6,25.82258065,14.3483871
132.8,26.63,16.54333333,120.71,28.54833333,16.76666667,147.9,27.55,16.99333333
80.2,27.8137931,16.80344828,95.74,28.62551724,17.31724138,101.7,28.85172414,17.4
244.2,29.40666667,19.77666667,217.81,29.92166667,20.239,242.7,30.39666667,20.34
394.2,27.30645161,18.81935484,336.72,27.54,19.56258065,345.4,28.24193548,19.42580645
348.8,28.11,19.38666667,225.12,27.41033333,19.97633333,291.8,29.11,20.00666667
111.8,29.68571429,19.32857143,99.19,28.76178571,19.63821429,125.7,30.68214286,20.07857143
193.6,28.66451613,18.71612903,114.79,28.17032258,18.90290323,215.9,29.67096774,19.3
123.8,26.52,16.37666667,58.37,26.29933333,16.13333333,112.7,27.49666667,16.88
13,24.24516129,13.63225806,20.24,24.58483871,13.2116129,14.5,25.24516129,14.02903226
19,24.26333333,11.42666667,30.03,24.87866667,11.07866667,18.7,25.29333333,11.84
33.8,25.53870968,13.89354839,26.84,27.18516129,13.20483871,21.7,26.58387097,14.30322581
0,27.05483871,12,0.23,29.23451613,12.07870968,0,28.08064516,12.48387097
78,28.30666667,16.18333333,59.95,32.10466667,16.24733333,70.7,29.23666667,16.63333333
87.2,27.68064516,15.47741935,67.53,30.69870968,16.14612903,74.1,28.67419355,16.06129032
61.4,28.54,16.99,56.82,32.13033333,18.23233333,85.2,29.52333333,17.59
151.8,29.2,19.02903226,173.19,30.10064516,19.90451613,197.2,30.11612903,19.72580645
429.6,28.72580645,19.47419355,323.62,28.1916129,20.20096774,424.7,29.71290323,20.09032258
336.8,29.26071429,19.225,196.38,28.34535714,19.95321429,230.7,30.31785714,19.93571429
279.4,25.82580645,18.79032258,158.72,26.17096774,18.78258065,254.6,26.77419355,19.38387097
88.6,26.72666667,17.11333333,73.19,26.47833333,17.311,107.4,27.82666667,17.67
6,24.17741935,13.11935484,9.9,24.04,13.15645161,4.6,25.25806452,13.58709677
44,23.30666667,10.91333333,36.38,23.29066667,10.143,37.7,24.31666667,11.39
0.2,25.38709677,13.38709677,1.63,26.15935484,12.70354839,0.1,26.43548387,13.70967742
13.2,27.14516129,14.69032258,22.45,28.99354839,13.67419355,11.6,28.12258065,14.68387097
13,29.03666667,14.69333333,5.67,32.19633333,14.302,19.8,30.02666667,15.21
175,27.35806452,16.8,157.01,29.84709677,17.53,200,28.28387097,17.28387097
131.6,27.34,16.00666667,163.45,29.33933333,16.32633333,144.6,28.34333333,16.52333333
227,28.43548387,17.7,161.37,30.08451613,18.07322581,200.3,29.44516129,18.29677419
32.8,27.8,17.9,26.31,29.114,18.148,41,28.76,18.36
11.4,28.06,17.34666667,12.76,30.376,18.32666667,16.7,29.12,17.96666667
151.8,27.39,17.61666667,98.1,29.921,18.198,168.7,28.37,17.97
100.8,23.60967742,13.38387097,58.03,24.82806452,13.95516129,105.7,24.49032258,13.8483871
194,22.92,14.16666667,115.39,24.43,14.035,178.4,23.8,14.62333333
41.2,24.04193548,12.20645161,23.8,25.12677419,11.83516129,35.4,25.01290323,12.74516129
2.4,25.94333333,13.91,0.42,28.436,13.306,2.9,26.92666667,14.47
77.8,28.50666667,15.44,72.11,31.64966667,15.91133333,88.2,29.43333333,15.77
98.2,30.49354839,18.48387097,61.32,33.59548387,19.55774194,112,31.50967742,18.96774194
176.2,28.33,17.66,144.58,30.895,18.01133333,199,29.34666667,18.19666667
232.8,29.83225806,19.89677419,208.4,29.77290323,21.05032258,215.4,30.85806452,20.47419355
280.8,27.66129032,18.45483871,259.56,28.14645161,18.80129032,272.6,28.56774194,19.0483871
201,28.74642857,18.87857143,179.14,28.12571429,19.49178571,162.4,29.69285714,19.65
208.8,27.52,18.38666667,151.97,27.36333333,18.87233333,209.6,28.41,19.03
71.8,25.64333333,16.02333333,83.3,25.64433333,16.05633333,85.6,26.67333333,16.66333333
156,24.52580645,14.67096774,127.86,25.33516129,14.45967742,157.9,25.57419355,15.28064516
63,23.82333333,14.69,60.6,24.60933333,14.28366667,68.1,24.79666667,15.24
44.2,23.27419355,11.86451613,25.74,23.92903226,11.82225806,32.8,24.23225806,12.37419355
23.2,25.76451613,12.44516129,7.39,27.21935484,11.95129032,12.6,26.81935484,12.82903226
62.8,27.29666667,15.19,63.12,30.57,14.92966667,61.6,28.12666667,15.79333333
175.4,26.90645161,16.2483871,123.53,28.87677419,16.5516129,140,27.88387097,16.86451613
160.6,27.67333333,17.74333333,123.8,29.95066667,17.99066667,190.4,28.68333333,18.36333333
122.6,28.94516129,18.88064516,114.65,31.06516129,19.54967742,106.4,29.87419355,19.48387097
71.4,30.89677419,19.57419355,78.08,31.99,20.22548387,93.7,31.96451613,20.18064516
20.6,30.90357143,19.82142857,69.96,33.3075,20.91928571,56.4,31.84642857,20.45
33.2,28.5516129,18.77096774,101.32,30.31322581,19.52096774,111.2,29.5516129,19.41290323
11,24.88333333,14.35666667,32.27,27.75333333,14.44266667,43.5,25.88333333,14.85666667
0.4,27.66333333,13.69666667,5.58,30.35166667,13.83533333,0.6,28.63333333,14.17666667
21.8,28.81333333,16.57333333,65.75,32.61766667,17.02133333,102.9,29.78333333,17.19
57.8,30.55483871,17.45483871,33.48,34.19806452,17.69354839,44.1,31.64193548,18.0516129
193.2,28.37333333,18.25,166.39,29.93766667,18.80666667,214.2,29.34666667,18.86
296.2,28.47419355,18.63870968,188.71,29.5,19.32290323,263.8,29.42580645,19.27419355
127.6,31.00967742,20.14193548,138.48,30.87387097,20.55419355,140.7,32.07419355,20.71612903
209.2,28.33928571,18.79642857,167.16,28.835,19.83607143,215.1,29.36785714,19.46785714
222.8,26.78709677,18.51290323,155.52,27.56806452,18.65870968,225.3,27.69354839,19.12258065
48,26.87666667,17.10666667,33.11,27.85933333,17.16633333,49.3,27.95666667,17.76
59.2,23.91935484,14.83225806,82.06,25.39129032,14.93677419,71.3,24.80645161,15.40967742
23.2,24.10666667,13.99333333,4.77,25.68333333,13.62233333,23.2,25.24666667,14.46
73.4,23.97419355,14.41612903,34.73,26.59354839,14.16064516,73.2,24.92903226,14.82258065
9,26.98709677,14.48387097,12.93,30.51419355,14.31967742,9.1,28.04193548,14.63225806
163.6,28.83666667,16.82666667,137.12,31.52433333,17.15266667,164.2,29.83333333,17.26666667
46.6,30.77096774,18.88064516,74.37,34.29935484,19.30903226,54.3,31.74516129,19.29354839
268.4,28.51,19.18,235.9,29.20366667,20.20266667,284.7,29.49,19.65
159.4,28.61612903,19.7,174.02,28.37419355,20.34580645,181.6,29.57741935,20.30322581
458,27.85806452,19.26451613,339.97,28.32935484,19.69322581,444.3,28.77419355,19.86451613
191.4,29.74642857,19.92142857,172.37,28.76428571,20.29535714,173.5,30.75357143,20.48571429
7.4,27.4625,16.58125,10.93,27.251875,16.17625,4.9,28.425,17.06875
151,24.33870968,14.16451613,99.37,24.81612903,13.79096774,141.9,25.26451613,14.92580645
118.4,22.72333333,11.81666667,93.62,22.56266667,11.01833333,98.6,23.66666667,12.63333333
2.6,25.67419355,12.3516129,2.8,25.33580645,11.03322581,1.4,26.67741935,13.02258065
50.6,26.68387097,13.66129032,47.55,28.10741935,13.14322581,41.7,27.7483871,14.14516129
26.8,28.15,14.92666667,10.88,30.51133333,14.24666667,26.7,29.09333333,15.78666667
142.8,28.85483871,16.76129032,118.85,30.74483871,17.21677419,140.8,29.79354839,17.20967742
204.2,27.92333333,17.51333333,111.82,29.50666667,17.84833333,184.9,28.89333333,18.29333333
250.6,29.28064516,18.69032258,123.3,29.67032258,19.32806452,238.5,30.22903226,19.29677419
241.2,28.38387097,19.67096774,268,27.68387097,20.1316129,220.2,29.28387097,20.22258065
151.4,29.89285714,19.61785714,85.32,28.69392857,19.88285714,132.6,30.86071429,20.25357143
172.8,28.7516129,18.39677419,116.91,28.30741935,18.79451613,125.2,29.75806452,18.93548387
163,27.01666667,17.05666667,118.26,27.176,16.92733333,159.8,27.95333333,17.67
138,25.09354839,15.51290323,127.94,25.86774194,15.59354839,137.3,26.04193548,16.22258065
9.8,23.81666667,12.78333333,12.95,24.55733333,12.16833333,9.3,24.71666667,13.17666667
0,23.32580645,11.56774194,0.1,25.03516129,10.86451613,0,24.35806452,12.22580645
21.6,25.89032258,13.81290323,27.12,28.81903226,13.61032258,20,26.82258065,14.48064516
35,30.33,16.50666667,24.77,33.72933333,16.31533333,26.4,31.22333333,17.16
167.8,29.46451613,17.97096774,93.88,33.11806452,19.00483871,153.9,30.40322581,18.69032258
197.8,28.09,17.30333333,162.03,29.71366667,17.756,186.4,28.96666667,18.09333333
268.8,28.76774194,18.79677419,132.03,30.66677419,19.79193548,235.1,29.65806452,19.4
253.2,28.46451613,19.10322581,188.78,28.47612903,19.89483871,284.5,29.36129032,19.67741935
130.4,28.2,18.22142857,131.82,28.80892857,18.57,130.3,29.05357143,18.96785714
216.8,30.01290323,19.51612903,164.99,29.23612903,20.38903226,167.8,30.87096774,19.90322581
12.6,27.42,16.54333333,15.26,27.817,16.736,18,28.36666667,17.19333333
34.2,25.81935484,14.21935484,11.14,27.54290323,14.04774194,24.2,26.76774194,14.61935484
0.4,25.51333333,14.29666667,4.09,27.79733333,15.073,1.1,26.45333333,14.98666667
0,26.52,12.78,0.32,29.105,14.336,0,27.46,13.44
1.2,24.875,14.25,19.23,28.2875,14.01,2.5,25.675,15.075
56.8,27.945,16.86,55.94,30.8095,17.5505,58,28.795,17.23
272.6,28.08064516,17.74193548,187.36,29.77516129,18.26516129,272.2,29.00967742,18.6
159.4,27.27666667,18.17666667,167.28,28.53533333,18.25633333,150.5,28.11,18.76
183.2,29.97419355,18.87419355,111.28,30.60612903,19.50967742,193.2,30.87096774,19.31612903
149.4,30.57741935,19.95806452,113.7,30.9816129,20.7716129,141.4,31.57419355,20.3
224.8,28.56785714,19.16428571,153.46,30.34392857,20.07321429,212.2,29.48928571,19.71428571
189,28.52258065,18.81935484,105.83,28.77064516,19.47225806,188.7,29.42903226,19.27096774
196,28.35666667,17.94666667,103.21,29.29533333,17.91166667,159.1,29.27666667,18.42
36.6,26.28709677,15.57096774,28.63,27.74064516,16.31709677,34.5,27.2483871,16.26774194
9,25.07666667,13.53333333,10.37,27.587,13.648,10.4,26.01666667,14.29
36.2,24.27419355,11.86129032,30.63,26.63645161,12.09483871,36.7,25.20967742,12.30967742
23.8,26.33548387,13.56451613,10.93,29.47290323,14.02806452,16,27.22903226,14.18387097
79.8,29.71333333,17.27333333,50.74,33.27133333,17.70333333,57.1,30.66666667,18.07333333
68.6,31.14193548,18.13225806,53.98,34.37483871,19.08870968,81.7,32.08064516,18.89677419
161.2,29.13666667,18.32,128.68,32.37733333,19.30833333,135.5,29.97333333,19.16333333
233.8,28.51935484,19.25483871,116.4,30.41709677,19.82419355,179.8,29.38709677,19.81290323
317,29.01290323,18.99032258,161.25,30.68935484,19.92290323,252.4,29.80645161,19.82580645
438,27.32068966,19.00689655,267.58,28.61241379,19.22586207,442.1,28.1,19.7
94.8,28.70967742,17.82258065,88.36,29.22548387,18.02870968,104.4,29.59032258,18.47419355
6.8,27.42,15.32,11.67,29.06233333,15.38866667,12.1,28.23333333,15.65
28.6,24.54193548,12.00645161,25.34,26.83774194,12.39193548,22.5,25.37741935,12.20322581
29.2,25.66666667,14.36,33.09,28.117,14.87466667,22.1,26.52666667,14.54666667
1.8,26.38064516,13.53225806,2.81,28.91419355,13.73451613,1.4,27.2483871,13.54516129
419.6,30.02258065,19.52903226,233.6,28.24612903,19.56709677,350.2,30.48064516,19.52258065
267.6,29.51785714,19.625,228.3,27.87392857,19.35964286,226.8,30.15357143,19.66071429
54.2,31.05483871,20.27419355,116.33,28.62,19.84741935,60.6,32.02580645,20.19354839
121.2,28.49666667,17.80666667,79.31,26.98433333,17.126,88.2,29.28333333,17.42666667
60.8,27.25483871,14.70967742,24.59,26.46225806,14.11,29,28.03225806,13.92580645
0,27.77857143,15.58214286,1,27.17821429,15.44214286,1,28.43571429,15.33571429
0.2,28.14193548,13.50967742,0.17,27.99225806,14.05064516,0,29.0483871,12.48064516
34.6,28.82903226,15.03225806,18.83,29.15774194,15.26870968,28.2,29.85806452,14.7483871
63.4,30.78666667,17.32666667,61.24,31.59466667,17.79466667,63.6,30.73666667,17.05333333
284.6,30.78064516,19.90322581,171.8,29.2416129,20.03,228.9,30.7516129,19.72258065
363.2,28.38333333,19.59333333,306.08,27.25,19.122,346.3,28.36,19.31333333
214.8,30.6516129,19.48709677,177.43,28.77677419,19.65,186.3,30.59032258,19.41612903
66.6,31.66129032,19.57096774,84.65,29.62612903,19.72032258,76,31.50322581,19.50645161
401.4,30.25,19.86071429,264.91,28.41785714,20.3425,304.6,30.21785714,19.76785714
252.4,29.89354839,19.52258065,188.4,27.70580645,19.30290323,240.3,29.83548387,19.42903226
195.8,30.04074074,19.02222222,126.88,27.68851852,18.92074074,217.9,29.96296296,18.91111111
29.2,28.62580645,16.69354839,36.33,26.7583871,16.25258065,26.7,28.55806452,16.53548387
0,27.39,13.61333333,2.78,25.83366667,13.417,1.1,27.34,13.49666667
1.6,27.54230769,12.84230769,1.5,26.20576923,12.98153846,1,27.46153846,12.70769231
40.2,28.88709677,15.08709677,8.32,28.80903226,15.60903226,34.8,28.8516129,14.99032258
57.2,33.72666667,18.6,41.01,34.04266667,19.42233333,40.9,33.67666667,18.46333333
140.2,32.0862069,19.74827586,73.49,32.25068966,20.21275862,103.3,32.07241379,19.50689655
167.8,30.84,19.97,150.03,30.40433333,20.22133333,205.5,30.81,19.77
259.2,30.11935484,19.84516129,233.68,28.13741935,19.82258065,232.7,30.06451613,19.75806452
510.4,30.43548387,20.26774194,299.83,28.62709677,20.33741935,442.8,30.36129032,20.18709677
330,29.34827586,20.3,262.26,27.52862069,20.11068966,304.1,29.28965517,20.14137931
108,30.03333333,18.91666667,79.54,28.23266667,18.58066667,111.1,29.97666667,18.79333333
53.2,29.07333333,17.69,24.52,27.66166667,17.55933333,39.8,29.02333333,17.54
10,26.78214286,13.2,2.6,25.96857143,13.67642857,7,26.725,13.10714286
0,27.79333333,14.32,0.51,27.259,15.02066667,0.2,27.75,14.23
0,28.21935484,13.87741935,4.61,27.68967742,14.8583871,0,28.17741935,13.78709677
73.4,27.63,19.25,41.82,24.338,16.494,75.1,28.47,19.97
101.2,28.14333333,18.93333333,167.22,25.462,17.584,125,29.12666667,19.63333333
33.4,25.64814815,14.91481481,63.95,24.64,16.32703704,25,26.46666667,14.7962963
0,27.175,15.36785714,17.75,24.14571429,13.99642857,0,28.05357143,15.72857143
1.4,26.38333333,15.20666667,42.39,24.04666667,12.85433333,0.6,27.31333333,15.7
3.2,27.98,15.51666667,1.64,24.953,11.895,2.6,28.91666667,15.96333333
47.6,30.17,18.54666667,99.89,27.75933333,16.80066667,46.2,31.14,19.05333333
0,31.7,20.53333333,19.72,26.07,17.19833333,0,32.91666667,21.13333333
80.6,30.29285714,20.53571429,167.61,24.83285714,18.06428571,106.3,31.15,20.97142857
73.4,28,20.35,38.88,26.909,18.163,107,28.82,20.78
76.8,27.8125,19.025,16.29,27.88125,18.44875,61.6,28.55,19.575
158.2,28.7,19.06666667,154.41,27.254,18.52333333,147.2,29.50666667,19.54
0,30.23333333,18.56666667,30.93,24.04666667,16.96666667,0.8,31,19.26666667
157,28.50833333,19.575,194.45,25.6525,18.9025,204.9,29.41666667,20.35833333
40.6,29.99047619,19.80952381,113.33,27.51238095,18.07714286,34.8,30.75714286,20.38571429
151,28.58421053,20.42105263,197.73,25.83368421,18.04052632,214.2,29.45263158,21.17894737
3.6,25.55,16.575,0.01,24.405,13.23,1.8,26.3,17.1
41.2,25.54642857,15.56071429,0.59,21.565,9.221785714,30.1,26.40714286,16.03571429
0.2,26.12413793,14.76551724,0.56,22.6937931,10.27241379,0,26.99655172,15.39310345
3.2,28.45555556,16.31111111,0.77,25.83703704,12.62185185,5.7,29.46296296,16.87037037
25.4,29.84444444,18.76111111,22.3,29.19444444,16.01777778,28.6,30.83333333,19.48888889
44.4,32.53928571,21.11428571,88.8,28.76357143,17.25964286,42.9,33.52857143,21.60357143
40.4,27.8625,19.4875,29.04,29.0975,17.47,39.8,28.725,20.1
209.4,27.30333333,19.24666667,228.71,27.83233333,18.06566667,252,28.15333333,19.62666667
205,29.09677419,19.84193548,258.4,27.02677419,18.55387097,214.5,30.12580645,20.55806452
102,29.54782609,20.32173913,193.16,26.20782609,18.02086957,120.2,30.45652174,20.84347826
138.8,28.19285714,20.10357143,184.08,26.78107143,18.19285714,238.5,28.83571429,20.73928571
15.6,27.975,18.49583333,45.72,26.84458333,17.07625,55.5,28.6875,19.13333333
0.2,26.8,15.31428571,47.93,24.85357143,14.455,3.2,27.50714286,15.83571429
0.6,25.44827586,14.80344828,0.22,23.63655172,11.00655172,0.4,26.17241379,15.3
